"","P21","rated","turns","victory_status","winner","pace_type","W1","B1","W_First5","B_First5","Rating_WB","opening_strategy","op_name"
"12386","PHILIDOR DEFENSE","FALSE",144,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bc4_h3_Be2","e5_d6_h6_Qf6_Qg6",1.024,"DEFENSE","PHILIDOR DEFENSE"
"12387","QUEEN'S PAWN GAME","FALSE",88,"MATE","BLACK","BLITZ","e3","d5","e3_d4_Nc3_Nf3_g3","d5_e6_c6_f6_Bb4",0.9765625,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12388","KING'S KNIGHT OPENING","FALSE",45,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bc4_d4_e5","e5_Bd6_f5_exd4_b5",1.08628005657709,"NO_DEFENSE","KING'S KNIGHT OPENING"
"12389","RUSSIAN GAME","FALSE",40,"RESIGN","BLACK","BLITZ","e4","e5","e4_Bc4_Nf3_Ng5_Bxe6","e5_Nf6_d6_Be6_fxe6",0.920572916666667,"NO_DEFENSE","RUSSIAN GAME"
"12390","FRENCH DEFENSE","FALSE",30,"RESIGN","BLACK","BLITZ","e4","e6","e4_d4_f3_e5_f4","e6_d5_Nf6_Nfd7_c5",1.024,"DEFENSE","FRENCH DEFENSE"
"12391","SCANDINAVIAN DEFENSE","FALSE",23,"RESIGN","WHITE","BLITZ","e4","d5","e4_exd5_Nc3_Nf3_d3","d5_Qxd5_Qd6_Nc6_b6",1.024,"DEFENSE","SCANDINAVIAN DEFENSE"
"12392","KING'S PAWN GAME","FALSE",196,"MATE","BLACK","BLITZ","e4","e5","e4_Qh5_Bc4_d3_Qf3","e5_d6_Qf6_g6_Qxf3",0.912109375,"NO_DEFENSE","KING'S PAWN GAME"
"12393","PHILIDOR DEFENSE","FALSE",59,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bc4_O-O_d3","e5_d6_Be7_Nf6_O-O",1.024,"DEFENSE","PHILIDOR DEFENSE"
"12394","FOUR KNIGHTS GAME","FALSE",61,"RESIGN","WHITE","BLITZ","e4","Nf6","e4_Nc3_Nf3_Bc4_O-O","Nf6_Nc6_e5_Bc5_h5",1.024,"NO_DEFENSE","FOUR KNIGHTS GAME"
"12395","SICILIAN DEFENSE","FALSE",58,"RESIGN","BLACK","BLITZ","e4","c5","e4_Nf3_Bc4_O-O_d3","c5_Nc6_h6_Nf6_Nd4",1.024,"DEFENSE","SICILIAN DEFENSE"
"12396","BLACKMAR-DIEMER GAMBIT","FALSE",15,"RESIGN","WHITE","BLITZ","d4","d5","d4_e4_Nc3_f3_Qxf3","d5_dxe4_Nf6_exf3_Bg4",0.9765625,"NO_DEFENSE","OTHER"
"12397","ZUKERTORT OPENING","FALSE",51,"RESIGN","WHITE","BLITZ","Nf3","c5","Nf3_c3_d4_g3_Bg2","c5_d5_c4_f5_e6",1.03450520833333,"NO_DEFENSE","ZUKERTORT OPENING"
"12398","SICILIAN DEFENSE","FALSE",55,"RESIGN","WHITE","BLITZ","e4","c5","e4_c4_Nc3_d3_Nf3","c5_d6_e6_h6_Nf6",0.966645689112649,"DEFENSE","SICILIAN DEFENSE"
"12399","FOUR KNIGHTS GAME","FALSE",55,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Nc3_Bb5_O-O","e5_Nf6_Nc6_Bc5_O-O",0.956380208333333,"NO_DEFENSE","FOUR KNIGHTS GAME"
"12400","OWEN DEFENSE","FALSE",62,"RESIGN","BLACK","BLITZ","e4","b6","e4_Nf3_Bd3_c3_O-O","b6_Bb7_Nc6_e6_g6",1.04560925799864,"DEFENSE","OWEN DEFENSE"
"12401","KING'S KNIGHT OPENING","FALSE",74,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bc4_Nxe5_d4","e5_g6_b6_Nh6_Ba6",1.07789473684211,"NO_DEFENSE","KING'S KNIGHT OPENING"
"12402","FRENCH DEFENSE","FALSE",134,"MATE","BLACK","BLITZ","e4","e6","e4_Nc3_Nf3_d3_Bd2","e6_d5_Nf6_Bb4_dxe4",0.990967741935484,"DEFENSE","FRENCH DEFENSE"
"12403","RUY LOPEZ","FALSE",87,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Nc3_Bb5_Ba4","e5_Nf6_Nc6_a6_d6",1.00911458333333,"DEFENSE","RUY LOPEZ"
"12404","ITALIAN GAME","FALSE",58,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bc4_c3_d3","e5_Nc6_h6_Nf6_Be7",1.024,"DEFENSE","ITALIAN GAME"
"12405","FRENCH DEFENSE","FALSE",21,"RESIGN","BLACK","BLITZ","e4","e6","e4_d4_e5_c4_Nf3","e6_c6_b6_c5_cxd4",0.986512524084778,"DEFENSE","FRENCH DEFENSE"
"12406","QUEEN'S PAWN GAME","FALSE",148,"MATE","BLACK","BLITZ","d4","d5","d4_Nf3_Nc3_e3_Bb5+","d5_f6_e6_Bd6_c6",0.9765625,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12407","KING'S PAWN GAME","FALSE",43,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Nc3_Bc4_d4","e5_f6_Ne7_c6_Na6",0.996108949416342,"DEFENSE","KING'S PAWN GAME"
"12408","KING'S PAWN GAME","FALSE",58,"MATE","BLACK","BLITZ","e4","e5","e4_d3_f4_f5_g4","e5_Nf6_Nc6_Bd6_g6",1.00390625,"NO_DEFENSE","KING'S PAWN GAME"
"12409","SICILIAN DEFENSE","TRUE",104,"RESIGN","BLACK","STANDARD","e4","c5","e4_Nc3_Nge2_d4_Nxd4","c5_d6_Nf6_cxd4_g6",0.976878612716763,"DEFENSE","SICILIAN DEFENSE"
"12410","MIESES OPENING","TRUE",106,"MATE","BLACK","BLITZ","d3","d5","d3_e4_dxe4_Kxd1_Nf3","d5_dxe4_Qxd1+_Nf6_Nxe4",0.583815028901734,"NO_DEFENSE","MIESES OPENING"
"12411","KING'S INDIAN ATTACK","TRUE",31,"RESIGN","WHITE","BLITZ","Nf3","g6","Nf3_g3_Bg2_O-O_d3","g6_Nf6_Bg7_O-O_d5",1.70849802371542,"DEFENSE","KING'S INDIAN ATTACK"
"12412","SICILIAN DEFENSE","FALSE",69,"MATE","WHITE","BLITZ","e4","c5","e4_e5_Nf3_b3_exd6","c5_e6_Nc6_d5_Bxd6",1.26170798898072,"DEFENSE","SICILIAN DEFENSE"
"12413","ENGLISH OPENING","FALSE",50,"MATE","BLACK","BLITZ","c4","e5","c4_Nc3_e4_Nf3_b3","e5_Nc6_g6_Bg7_Nge7",0.792576419213974,"NO_DEFENSE","ENGLISH OPENING"
"12414","CARO-KANN DEFENSE","TRUE",45,"RESIGN","WHITE","BLITZ","e4","c6","e4_Qf3_Bc4_e5_Nh3","c6_Nf6_e6_Nd5_Nb4",1.00752393980848,"DEFENSE","CARO-KANN DEFENSE"
"12415","BIRD OPENING","TRUE",24,"MATE","BLACK","BLITZ","f4","d5","f4_d4_c4_cxd5_e4","d5_c6_Nf6_Qxd5_Qxe4+",0.855181880576527,"NO_DEFENSE","BIRD OPENING"
"12416","ENGLISH OPENING","TRUE",25,"MATE","WHITE","BLITZ","c4","d5","c4_Nc3_e3_Nf3_Ne5+","d5_Bf5_Kd7_Kc6_Kb6",1.09344385832705,"DEFENSE","ENGLISH OPENING"
"12417","KING'S KNIGHT OPENING","TRUE",32,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_g3_Nc3_d3","e5_Nc6_d6_Nf6_Be7",0.964970257766028,"NO_DEFENSE","KING'S KNIGHT OPENING"
"12418","ENGLISH OPENING","TRUE",78,"RESIGN","BLACK","BLITZ","c4","g6","c4_Nc3_g3_Bg2_e4","g6_Bg7_c6_e6_Ne7",0.953866146848603,"NO_DEFENSE","ENGLISH OPENING"
"12419","SICILIAN DEFENSE","TRUE",26,"RESIGN","BLACK","BLITZ","e4","c5","e4_Bc4_Nf3_d4_exd5","c5_e6_Nc6_d5_exd5",1.11286992429456,"DEFENSE","SICILIAN DEFENSE"
"12420","VAN'T KRUIJS OPENING","TRUE",29,"RESIGN","BLACK","BLITZ","e3","c6","e3_Nf3_c4_cxd5_Nc3","c6_d5_Bg4_Qxd5_Qa5",1.01118881118881,"NO_DEFENSE","VAN'T KRUIJS OPENING"
"12421","QUEEN'S PAWN GAME","TRUE",60,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_Bf4_c4_Nc3","d5_c6_Nf6_Bf5_e6",0.970443349753695,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12422","ENGLISH OPENING","TRUE",47,"RESIGN","WHITE","BLITZ","c4","e5","c4_d4_Qxd4_Qe4+_Qxe7+","e5_exd4_Nc6_Qe7_Bxe7",1.24298245614035,"NO_DEFENSE","ENGLISH OPENING"
"12423","QUEEN'S PAWN GAME","TRUE",44,"OUTOFTIME","BLACK","BLITZ","d4","d5","d4_h3_Nf3_Bg5_Bxf6","d5_c6_Nf6_Bf5_exf6",1.05270655270655,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12424","ENGLISH OPENING","TRUE",63,"RESIGN","WHITE","BLITZ","c4","e5","c4_Nc3_e4_a3_Nf3","e5_Nc6_Bb4_Ba5_Nf6",0.988644428672818,"NO_DEFENSE","ENGLISH OPENING"
"12425","SCANDINAVIAN DEFENSE","TRUE",73,"RESIGN","BLACK","BLITZ","e4","d5","e4_Nc3_Nd5_d3_Nf4","d5_d4_c5_Be6_g6",0.985252808988764,"DEFENSE","SCANDINAVIAN DEFENSE"
"12426","CARO-KANN DEFENSE","TRUE",61,"RESIGN","WHITE","BLITZ","e4","c6","e4_d4_e5_g4_f3","c6_d5_Bf5_Be4_Bg6",0.993635077793494,"DEFENSE","CARO-KANN DEFENSE"
"12427","ENGLISH OPENING","TRUE",51,"RESIGN","WHITE","BLITZ","c4","e5","c4_e3_Nc3_d4_exd4","e5_Bc5_c6_exd4_Bb4",1.0611320754717,"NO_DEFENSE","ENGLISH OPENING"
"12428","ZUKERTORT OPENING","TRUE",109,"OUTOFTIME","WHITE","BLITZ","Nf3","e6","Nf3_d4_g3_Bg2_O-O","e6_Nc6_Nf6_Bd6_O-O",0.978932584269663,"NO_DEFENSE","ZUKERTORT OPENING"
"12429","CARO-KANN DEFENSE","TRUE",31,"RESIGN","BLACK","BLITZ","e4","c6","e4_Qg4_Qf3_Qxe4_Qe3","c6_d5_dxe4_Nf6_Bf5",1.03979739507959,"DEFENSE","CARO-KANN DEFENSE"
"12430","ZUKERTORT OPENING","TRUE",39,"MATE","WHITE","BLITZ","Nf3","e6","Nf3_d4_g3_Bg2_O-O","e6_d5_c6_g6_Bg7",1.02159344750558,"NO_DEFENSE","ZUKERTORT OPENING"
"12431","CARO-KANN DEFENSE","TRUE",66,"RESIGN","BLACK","BLITZ","e4","c6","e4_e5_f4_g3_Nc3","c6_d5_Bf5_e6_Nd7",0.952311078503302,"DEFENSE","CARO-KANN DEFENSE"
"12432","CARO-KANN DEFENSE","TRUE",10,"RESIGN","BLACK","BLITZ","d4","d5","d4_e4_Nc3_Nxe4_Nf3","d5_c6_dxe4_Bf5_Bxe4",0.988905325443787,"DEFENSE","CARO-KANN DEFENSE"
"12433","ENGLISH OPENING","TRUE",89,"RESIGN","WHITE","BLITZ","c4","g5","c4_Nc3_h3_d4_e3","g5_Bg7_e6_d5_Bd7",1.03069838833461,"NO_DEFENSE","ENGLISH OPENING"
"12434","SICILIAN DEFENSE","TRUE",50,"RESIGN","WHITE","BLITZ","e4","c5","e4_d4_Qxd4_Qc4_Nf3","c5_cxd4_Nc6_Nf6_e6",1.00221729490022,"DEFENSE","SICILIAN DEFENSE"
"12435","KING'S PAWN GAME","TRUE",14,"RESIGN","BLACK","BLITZ","e4","e5","e4_c3_d3_dxe4_Kxd1","e5_d5_dxe4_Qxd1+_Nf6",0.941908713692946,"NO_DEFENSE","KING'S PAWN GAME"
"12436","ZUKERTORT OPENING","TRUE",77,"RESIGN","BLACK","BLITZ","Nf3","g6","Nf3_d4_g3_Bg2_O-O","g6_Bg7_b6_Bb7_Nc6",0.907824933687003,"NO_DEFENSE","ZUKERTORT OPENING"
"12437","KING'S PAWN GAME","TRUE",34,"RESIGN","BLACK","BLITZ","e4","e5","e4_c3_f3_d4_cxd4","e5_Nf6_Nc6_exd4_d5",1.06466512702079,"NO_DEFENSE","KING'S PAWN GAME"
"12438","QUEEN'S PAWN GAME","TRUE",151,"MATE","WHITE","BLITZ","e3","d5","e3_d4_Bd3_Nf3_O-O","d5_c6_Nf6_Bg4_Nbd7",0.981362007168459,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12439","QUEEN'S PAWN GAME","TRUE",42,"RESIGN","WHITE","BLITZ","Nf3","d5","Nf3_d4_g3_Bg2_dxe5","d5_Nf6_Nc6_e5_Nxe5",1.09384858044164,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12440","CARO-KANN DEFENSE","TRUE",24,"RESIGN","BLACK","BLITZ","e4","c6","e4_d4_Nc3_Bb5_Nxe4","c6_d5_dxe4_cxb5_Bf5",0.899275362318841,"DEFENSE","CARO-KANN DEFENSE"
"12441","ENGLISH OPENING","TRUE",104,"RESIGN","BLACK","BLITZ","c4","c6","c4_Nc3_g3_Bg2_b3","c6_Nf6_e6_d5_Bb4",0.913299044819985,"NO_DEFENSE","ENGLISH OPENING"
"12442","KING'S PAWN GAME","TRUE",82,"MATE","BLACK","BLITZ","e4","e5","e4_Nf3_c3_d4_Nxe5","e5_Bc5_Nh6_Bb6_Qe7",1.00438917337235,"NO_DEFENSE","KING'S PAWN GAME"
"12443","KING'S PAWN GAME","TRUE",71,"MATE","WHITE","BLITZ","e4","e5","e4_d3_Nf3_c3_Nbd2","e5_Nc6_Bc5_Nf6_d6",1,"NO_DEFENSE","KING'S PAWN GAME"
"12444","SLAV DEFENSE","TRUE",51,"MATE","WHITE","BLITZ","d4","d5","d4_c4_a4_Nf3_Rxb1","d5_c6_Bf5_Bxb1_Nf6",1.00655498907502,"DEFENSE","SLAV DEFENSE"
"12445","SICILIAN DEFENSE","TRUE",39,"RESIGN","WHITE","BLITZ","c4","c5","c4_e4_Be2_a3_Qc2","c5_e5_Nc6_Nf6_Nd4",0.961760461760462,"DEFENSE","SICILIAN DEFENSE"
"12446","KING'S PAWN GAME","TRUE",88,"RESIGN","BLACK","BLITZ","e4","e5","e4_c3_f3_d4_Nd2","e5_Nf6_g6_d6_Bd7",1.01598837209302,"NO_DEFENSE","KING'S PAWN GAME"
"12447","QUEEN'S PAWN GAME","TRUE",40,"RESIGN","BLACK","BLITZ","d4","d5","d4_Bf4_g3_Bg2_Nf3","d5_c6_Nf6_Nbd7_e6",1.0007215007215,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12448","QUEEN'S PAWN GAME","TRUE",45,"RESIGN","BLACK","BLITZ","Nf3","d5","Nf3_d4_g3_Nc3_Bg2","d5_Nc6_Bf5_e6_Bb4",0.958133150308854,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12449","KING'S PAWN GAME","TRUE",107,"MATE","WHITE","BLITZ","e4","e5","e4_c3_Nf3_Be2_O-O","e5_Qh4_Qxe4+_f6_d6",0.973943661971831,"NO_DEFENSE","KING'S PAWN GAME"
"12450","SICILIAN DEFENSE","TRUE",54,"MATE","BLACK","BLITZ","e4","c5","e4_c4_d3_Nc3_Nf3","c5_Nc6_g6_Bg7_e6",0.983965014577259,"DEFENSE","SICILIAN DEFENSE"
"12451","SICILIAN DEFENSE","TRUE",34,"MATE","BLACK","BLITZ","e4","c5","e4_c3_Nf3_d3_h3","c5_Nc6_Nf6_Ng4_Nxf2",1.02214022140221,"DEFENSE","SICILIAN DEFENSE"
"12452","CARO-KANN DEFENSE","TRUE",70,"MATE","BLACK","BLITZ","e4","c6","e4_d4_f3_c3_Nd2","c6_d5_Be6_f5_fxe4",0.897677793904209,"DEFENSE","CARO-KANN DEFENSE"
"12453","CARO-KANN DEFENSE","TRUE",43,"MATE","WHITE","BLITZ","e4","c6","e4_d4_Nc3_Nf3_a3","c6_d5_e6_Bb4_Bxc3+",1.0093592512599,"DEFENSE","CARO-KANN DEFENSE"
"12454","OWEN DEFENSE","TRUE",35,"RESIGN","WHITE","BLITZ","e4","b6","e4_c3_Nf3_d4_Ne5","b6_Bb7_Bxe4_Bb7_Nc6",1.11272141706924,"DEFENSE","OWEN DEFENSE"
"12455","SCANDINAVIAN DEFENSE","TRUE",39,"DRAW","DRAW","BLITZ","e4","d5","e4_d3_dxe4_Kxd1_Nf3","d5_dxe4_Qxd1+_Bd7_f6",1.00655498907502,"DEFENSE","SCANDINAVIAN DEFENSE"
"12456","ANDERSSEN OPENING","TRUE",47,"RESIGN","WHITE","BLITZ","a3","d5","a3_h3_g3_Bg2_d4","d5_c6_Nf6_e5_e4",1.0610632183908,"NO_DEFENSE","OTHER"
"12457","ITALIAN GAME","TRUE",63,"MATE","WHITE","BLITZ","e4","e5","e4_c3_Nf3_Bc4_O-O","e5_Nc6_Nf6_h6_Nxe4",0.980085348506401,"DEFENSE","ITALIAN GAME"
"12458","SICILIAN DEFENSE","FALSE",40,"RESIGN","WHITE","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_d6_cxd4_Nf6_e5",0.933286516853933,"DEFENSE","SICILIAN DEFENSE"
"12459","ZUKERTORT OPENING","TRUE",129,"OUTOFTIME","WHITE","BLITZ","Nf3","Nc6","Nf3_g3_Bg2_d4_O-O","Nc6_Nf6_d5_Bf5_e6",0.887966804979253,"DEFENSE","ZUKERTORT OPENING"
"12460","KING'S PAWN GAME","TRUE",90,"MATE","BLACK","BLITZ","e4","e5","e4_Qh5_Qxe5+_Bc4_d3","e5_Nf6_Be7_O-O_Bd6",0.965877437325905,"NO_DEFENSE","KING'S PAWN GAME"
"12461","THREE KNIGHTS OPENING","TRUE",45,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Nc3_Bc4_d3","e5_Nc6_d6_h6_Nf6",1.11544461778471,"NO_DEFENSE","THREE KNIGHTS OPENING"
"12462","SCANDINAVIAN DEFENSE","TRUE",34,"DRAW","DRAW","STANDARD","e4","d5","e4_e5_f4_exf6_Nc3","d5_Nc6_f6_Nxf6_d4",0.808286516853933,"DEFENSE","SCANDINAVIAN DEFENSE"
"12463","VAN'T KRUIJS OPENING","TRUE",98,"DRAW","DRAW","BLITZ","e3","e5","e3_Nc3_d4_f3_fxe4","e5_Nf6_e4_d5_Bg4",1.05084745762712,"NO_DEFENSE","VAN'T KRUIJS OPENING"
"12464","ENGLISH OPENING","TRUE",70,"MATE","BLACK","BLITZ","c4","e5","c4_Nc3_g3_e3_Bg2","e5_Nf6_Bc5_O-O_c6",1.02659911336289,"NO_DEFENSE","ENGLISH OPENING"
"12465","CARO-KANN DEFENSE","TRUE",60,"MATE","BLACK","BLITZ","e4","c6","e4_Qf3_Bd3_exd5_Bb5+","c6_d5_g6_cxd5_Nc6",0.998757763975155,"DEFENSE","CARO-KANN DEFENSE"
"12466","ENGLISH OPENING","TRUE",53,"MATE","WHITE","BLITZ","c4","d5","c4_cxd5_Nc3_g3_Bg2","d5_Qxd5_Qa5_Nf6_Nc6",0.979754601226994,"DEFENSE","ENGLISH OPENING"
"12467","CZECH DEFENSE","TRUE",66,"RESIGN","WHITE","BLITZ","e4","d6","e4_d4_Nc3_Nf3_Bd2","d6_Nf6_c6_Qa5_e5",1.00683654443754,"DEFENSE","OTHER"
"12468","ENGLISH OPENING","TRUE",80,"OUTOFTIME","BLACK","BLITZ","c4","d5","c4_cxd5_Nc3_d3_Nf3","d5_Qxd5_Qc6_h6_e6",0.959098992294013,"DEFENSE","ENGLISH OPENING"
"12469","ENGLISH OPENING","TRUE",53,"OUTOFTIME","WHITE","BLITZ","c4","Nf6","c4_Nc3_g3_Bg2_e3","Nf6_c5_Nc6_e6_d5",1.02551020408163,"NO_DEFENSE","ENGLISH OPENING"
"12470","ENGLISH OPENING","TRUE",111,"DRAW","DRAW","BLITZ","c4","f5","c4_g3_Bg2_Nc3_d3","f5_a6_Nf6_e5_Be7",1.05141727092947,"DEFENSE","ENGLISH OPENING"
"12471","OLD INDIAN","TRUE",50,"OUTOFTIME","BLACK","BLITZ","d4","d6","d4_c4_Nc3_Nf3_Bg5","d6_Nf6_c6_g6_Bg7",0.955863808322825,"NO_DEFENSE","OTHER"
"12472","OLD INDIAN DEFENSE","TRUE",22,"RESIGN","BLACK","BLITZ","d4","d6","d4_c4_Bf4_Nc3_e3","d6_Nf6_g6_c6_Bg7",0.960659898477157,"DEFENSE","OTHER"
"12473","ENGLISH OPENING","TRUE",83,"MATE","WHITE","BLITZ","c4","c5","c4_g3_Bg2_Nc3_e3","c5_Nf6_g6_Bg7_O-O",1.00968366688186,"NO_DEFENSE","ENGLISH OPENING"
"12474","ENGLISH OPENING","TRUE",109,"MATE","WHITE","BLITZ","c4","c5","c4_g3_Bg2_Nc3_e3","c5_Nf6_Nc6_e6_Be7",0.992957746478873,"NO_DEFENSE","ENGLISH OPENING"
"12475","ENGLISH OPENING","TRUE",61,"RESIGN","WHITE","BLITZ","c4","e5","c4_Nc3_g3_Bg2_e3","e5_Nc6_d6_Bd7_Rb8",0.954037267080745,"NO_DEFENSE","ENGLISH OPENING"
"12476","FRENCH DEFENSE","TRUE",61,"RESIGN","WHITE","BLITZ","d4","e6","d4_e4_Nc3_Bd2_Bb5","e6_d5_Bb4_Nc6_Bd7",1.01356589147287,"DEFENSE","FRENCH DEFENSE"
"12477","ENGLISH OPENING","TRUE",63,"OUTOFTIME","WHITE","BLITZ","c4","Nf6","c4_g3_Bg2_Nc3_d3","Nf6_e5_Nc6_d6_Be7",0.986503856041131,"DEFENSE","ENGLISH OPENING"
"12478","QUEEN'S GAMBIT ACCEPTED","TRUE",43,"MATE","WHITE","BLITZ","d4","d5","d4_c4_e4_Nf3_Bxc4","d5_dxc4_e6_c5_cxd4",0.985742060920285,"NO_DEFENSE","QUEEN'S GAMBIT ACCEPTED"
"12479","CARO-KANN DEFENSE","TRUE",61,"RESIGN","WHITE","BLITZ","e4","c6","e4_Nf3_exd5_Nc3_Bb5+","c6_d5_cxd5_Nf6_Nc6",1.00065146579805,"DEFENSE","CARO-KANN DEFENSE"
"12480","QUEEN'S GAMBIT DECLINED","TRUE",98,"OUTOFTIME","BLACK","BLITZ","d4","d5","d4_c4_Nc3_cxd5_Bg5","d5_e6_Nf6_exd5_c6",0.917360285374554,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"12481","CARO-KANN DEFENSE","TRUE",107,"DRAW","DRAW","BLITZ","e4","c6","e4_Nf3_Bd3_O-O_exd5","c6_d5_Bg4_Nd7_cxd5",1.0688758934373,"DEFENSE","CARO-KANN DEFENSE"
"12482","QUEEN'S GAMBIT ACCEPTED","TRUE",94,"RESIGN","BLACK","BLITZ","d4","d5","d4_c4_e4_Nf3_Nxd4","d5_dxc4_e5_exd4_Bc5",1.0163505559189,"DEFENSE","QUEEN'S GAMBIT ACCEPTED"
"12483","CARO-KANN DEFENSE","TRUE",86,"RESIGN","BLACK","BLITZ","e4","c6","e4_Nf3_exd5_d4_Be2","c6_d5_cxd5_Bg4_Nf6",1.02535760728218,"DEFENSE","CARO-KANN DEFENSE"
"12484","QUEEN'S GAMBIT DECLINED","TRUE",31,"RESIGN","WHITE","BLITZ","d4","d5","d4_c4_Nc3_cxd5_Nf3","d5_e6_Nf6_Nxd5_Bb4",0.961465571699305,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"12485","CARO-KANN DEFENSE","TRUE",133,"MATE","WHITE","BLITZ","e4","c6","e4_Bc4_exd5_Bb5+_d4","c6_d5_cxd5_Nc6_Nf6",0.994795055302537,"DEFENSE","CARO-KANN DEFENSE"
"12486","SLAV DEFENSE","TRUE",72,"MATE","BLACK","BLITZ","d4","c6","d4_c4_c5_Nc3_a3","c6_d5_Bf5_Na6_Nc7",0.994743758212878,"DEFENSE","SLAV DEFENSE"
"12487","QUEEN'S GAMBIT DECLINED","TRUE",88,"DRAW","DRAW","BLITZ","d4","d5","d4_c4_Nc3_cxd5_e3","d5_e6_Nf6_Nxd5_Bb4",0.947007481296758,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"12488","QUEEN'S PAWN GAME","TRUE",126,"DRAW","DRAW","BLITZ","d4","d5","d4_Nc3_Bf4_e3_Nb5","d5_e6_f5_Nf6_Bd6",1.07133421400264,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12489","QUEEN'S GAMBIT REFUSED","TRUE",75,"MATE","WHITE","BLITZ","d4","d5","d4_c4_Bg5_Bh4_Bg3","d5_Nf6_Ne4_g5_Nxg3",1.00066755674232,"DEFENSE","QUEEN'S GAMBIT REFUSED"
"12490","CARO-KANN DEFENSE","TRUE",89,"RESIGN","WHITE","BLITZ","e4","c6","e4_Nf3_exd5_d4_Nc3","c6_d5_cxd5_Bg4_Nf6",1.0006600660066,"DEFENSE","CARO-KANN DEFENSE"
"12491","QUEEN'S GAMBIT DECLINED","TRUE",52,"RESIGN","BLACK","BLITZ","d4","d5","d4_c4_Nc3_cxd5_Bg5","d5_e6_Nf6_exd5_Be7",1.00988793671721,"NO_DEFENSE","QUEEN'S GAMBIT DECLINED"
"12492","CARO-KANN DEFENSE","TRUE",104,"MATE","BLACK","BLITZ","e4","c6","e4_Nf3_exd5_d4_Be2","c6_d5_cxd5_Bg4_Nf6",0.998678996036988,"DEFENSE","CARO-KANN DEFENSE"
"12493","CARO-KANN DEFENSE","TRUE",59,"RESIGN","WHITE","BLITZ","e4","c6","e4_Nf3_exd5_Nc3_d4","c6_d5_cxd5_Nf6_Bg4",1.01894186806009,"DEFENSE","CARO-KANN DEFENSE"
"12494","HORWITZ DEFENSE","TRUE",83,"MATE","WHITE","BLITZ","d4","e6","d4_c4_Nf3_cxd5_a3","e6_c6_d5_cxd5_Bd6",1.00398142003981,"DEFENSE","HORWITZ DEFENSE"
"12495","MODERN DEFENSE","TRUE",66,"MATE","BLACK","BLITZ","d4","g6","d4_c4_Nf3_Bg5_Bf4","g6_Nh6_Bg7_f6_O-O",0.929354445797808,"DEFENSE","MODERN DEFENSE"
"12496","QUEEN'S PAWN","TRUE",24,"MATE","BLACK","BLITZ","d4","c6","d4_Bf4_e3_Bd3_Nf3","c6_d5_Bf5_Bg6_Nf6",1.02994011976048,"NO_DEFENSE","QUEEN'S PAWN"
"12497","SEMI-SLAV DEFENSE","TRUE",52,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_e3","Nf6_e6_d5_Nbd7_c6",0.863506567675614,"DEFENSE","SEMI-SLAV DEFENSE"
"12498","QUEEN'S PAWN GAME","TRUE",90,"RESIGN","BLACK","BLITZ","Nf3","d5","Nf3_d4_c3_g3_Bg2","d5_Nf6_b6_Bb7_Nbd7",0.985244802146211,"NO_DEFENSE","QUEEN'S PAWN GAME"
"12499","GROB OPENING","TRUE",59,"OUTOFTIME","WHITE","BLITZ","g4","e5","g4_Bg2_c4_cxd5_Qa4+","e5_d5_c6_cxd5_Nc6",0.980211081794195,"NO_DEFENSE","OTHER"
"12500","ITALIAN GAME","TRUE",14,"OUTOFTIME","BLACK","BLITZ","e4","e5","e4_Nf3_Bc4_d4_O-O","e5_Nc6_h6_d6_Nf6",1.11478730587441,"DEFENSE","ITALIAN GAME"
"12501","DUTCH DEFENSE","TRUE",132,"DRAW","DRAW","BLITZ","d4","f5","d4_c4_Nc3_Nf3_Bd2","f5_e6_Nf6_Bb4_O-O",0.989966555183946,"DEFENSE","DUTCH DEFENSE"
